"","X","Nstates","Tstates","tpurity","Ncount","Tcount","log.ratios","state","hiddenstate","hiddenNstate","hiddenTstate","consistance","compressedState","compressedhiddenState","compressedconsistence","postpurity","clusterpurity","truepuritydiff","tcompressedstate"
"6761",6761,3,3,0.9,39,26,-0.356674943938732,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,2
"6762",6762,2,3,0.9,15,19,0.215111379616945,9,3,1,2,FALSE,4,5,FALSE,0.239999999999999,0.234596379495488,0.665403620504512,3
"6763",6763,3,3,0.9,46,29,-0.404378741895943,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,2
"6764",6764,1,3,0.9,8,24,1.02961941718116,4,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,6
"6765",6765,2,3,0.9,16,32,0.641853886172395,9,3,1,2,FALSE,4,5,FALSE,0.900000000000001,0.806690907825169,0.0933090921748307,5
"6766",6766,1,3,0.9,11,20,0.551793062254214,4,3,1,2,FALSE,6,5,FALSE,0.736363636363637,0.806690907825169,0.0933090921748307,4
"6767",6767,3,3,0.9,27,33,0.182321556793955,14,3,1,2,FALSE,3,5,FALSE,0.2,0.234596379495488,0.665403620504512,3
"6768",6768,1,3,0.9,15,17,0.113328685307003,4,3,1,2,FALSE,6,5,FALSE,0.12,0.234596379495488,0.665403620504512,3
"6769",6769,2,3,0.9,21,25,0.158224005214894,9,3,1,2,FALSE,4,5,FALSE,0.171428571428571,0.234596379495488,0.665403620504512,3
"6770",6770,3,3,0.9,20,23,0.126632650933366,14,3,1,2,FALSE,3,5,FALSE,0.135,0.234596379495488,0.665403620504512,3
"6771",6771,1,3,0.9,17,25,0.353139289106425,4,3,1,2,FALSE,6,5,FALSE,0.423529411764706,0.234596379495488,0.665403620504512,4
"6772",6772,2,3,0.9,22,20,-0.0853598489511569,9,3,1,2,FALSE,4,5,FALSE,NA,NA,NA,3
"6773",6773,2,3,0.9,21,23,0.082238098236972,9,3,1,2,FALSE,4,5,FALSE,0.0857142857142856,0.234596379495488,0.665403620504512,3
"6774",6774,1,3,0.9,11,29,0.905321700503581,4,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,5
"6775",6775,2,3,0.9,17,18,0.051587368790493,9,3,1,2,FALSE,4,5,FALSE,0.052941176470588,0.234596379495488,0.665403620504512,3
"6776",6776,1,3,0.9,7,27,1.27296567581289,4,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,6
"6777",6777,3,3,0.9,31,34,0.0835106328731698,14,3,1,2,FALSE,3,5,FALSE,0.0870967741935484,0.234596379495488,0.665403620504512,3
"6778",6778,2,3,0.9,23,20,-0.124873329881408,9,3,1,2,FALSE,4,5,FALSE,NA,NA,NA,3
"6779",6779,1,3,0.9,11,18,0.452811228705363,4,3,1,2,FALSE,6,5,FALSE,0.572727272727273,0.806690907825169,0.0933090921748307,4
"6780",6780,2,3,0.9,14,24,0.496436886313891,9,3,1,2,FALSE,4,5,FALSE,0.642857142857143,0.806690907825169,0.0933090921748307,4
"6781",6781,2,3,0.9,27,33,0.182321556793955,9,3,1,2,FALSE,4,5,FALSE,0.2,0.234596379495488,0.665403620504512,3
"6782",6782,1,3,0.9,12,26,0.717839793150317,4,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,5
"6783",6783,2,3,0.9,34,20,-0.462969602588356,9,3,1,2,FALSE,4,5,FALSE,NA,NA,NA,2
"6784",6784,3,3,0.9,33,31,-0.0560894666510435,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,3
"6785",6785,2,3,0.9,24,33,0.290802199788025,9,3,1,2,FALSE,4,5,FALSE,0.337500000000001,0.234596379495488,0.665403620504512,4
"6786",6786,3,3,0.9,29,27,-0.0640788566845224,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,3
"6787",6787,1,3,0.9,18,29,0.438254930931155,4,3,1,2,FALSE,6,5,FALSE,0.55,0.806690907825169,0.0933090921748307,4
"6788",6788,2,3,0.9,21,26,0.194156014440957,9,3,1,2,FALSE,4,5,FALSE,0.214285714285714,0.234596379495488,0.665403620504512,3
"6789",6789,1,3,0.9,12,27,0.75377180237638,4,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,5
"6790",6790,3,3,0.9,28,19,-0.341484778444757,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,2
"6791",6791,2,3,0.9,19,25,0.250144153132716,9,3,1,2,FALSE,4,5,FALSE,0.28421052631579,0.234596379495488,0.665403620504512,4
"6792",6792,3,3,0.9,35,29,-0.167573700159399,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,3
"6793",6793,1,3,0.9,8,24,1.02961941718116,4,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,6
"6794",6794,1,3,0.9,10,29,0.99694863489161,4,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,6
"6795",6795,1,3,0.9,7,23,1.11748077297249,4,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,6
"6796",6796,3,3,0.9,34,23,-0.344148684119552,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,2
"6797",6797,1,3,0.9,14,31,0.738530186407763,4,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,5
"6798",6798,3,3,0.9,31,23,-0.264301623807717,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,3
"6799",6799,2,3,0.9,18,21,0.139761942375159,9,3,1,2,FALSE,4,5,FALSE,0.15,0.234596379495488,0.665403620504512,3
"6800",6800,2,3,0.9,17,21,0.192077731739319,9,3,1,2,FALSE,4,5,FALSE,0.211764705882353,0.234596379495488,0.665403620504512,3
"6801",6801,2,3,0.9,9,25,0.955511445027436,9,3,1,2,FALSE,4,5,FALSE,NA,NA,NA,6
"6802",6802,3,3,0.9,28,34,0.176351389807451,14,3,1,2,FALSE,3,5,FALSE,0.192857142857143,0.234596379495488,0.665403620504512,3
"6803",6803,1,3,0.9,5,29,1.67147330335355,4,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,6
"6804",6804,2,3,0.9,19,23,0.1735109271118,9,3,1,2,FALSE,4,5,FALSE,0.189473684210527,0.234596379495488,0.665403620504512,3
"6805",6805,1,3,0.9,15,29,0.609765571620894,4,3,1,2,FALSE,6,5,FALSE,0.839999999999999,0.806690907825169,0.0933090921748307,5
"6806",6806,2,3,0.9,20,30,0.371563556432483,9,3,1,2,FALSE,4,5,FALSE,0.45,0.234596379495488,0.665403620504512,4
"6807",6807,1,3,0.9,8,27,1.1434263044579,4,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,6
"6808",6808,2,3,0.9,12,16,0.262364264467491,9,3,1,2,FALSE,4,5,FALSE,0.3,0.234596379495488,0.665403620504512,4
"6809",6809,1,3,0.9,15,19,0.215111379616945,4,3,1,2,FALSE,6,5,FALSE,0.239999999999999,0.234596379495488,0.665403620504512,3
"6810",6810,3,3,0.9,31,27,-0.123444191091122,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,3
"6811",6811,1,3,0.9,13,26,0.641853886172395,4,3,1,2,FALSE,6,5,FALSE,0.900000000000001,0.806690907825169,0.0933090921748307,5
"6812",6812,2,3,0.9,22,25,0.115760790275616,9,3,1,2,FALSE,4,5,FALSE,0.122727272727273,0.234596379495488,0.665403620504512,3
"6813",6813,1,3,0.9,5,19,1.25846098961001,4,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,6
"6814",6814,3,3,0.9,27,21,-0.22314355131421,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,3
"6815",6815,2,3,0.9,15,32,0.703097511413113,9,3,1,2,FALSE,4,5,FALSE,NA,NA,NA,5
"6816",6816,2,3,0.9,22,25,0.115760790275616,9,3,1,2,FALSE,4,5,FALSE,0.122727272727273,0.234596379495488,0.665403620504512,3
"6817",6817,3,3,0.9,30,34,0.113328685307003,14,3,1,2,FALSE,3,5,FALSE,0.12,0.234596379495488,0.665403620504512,3
"6818",6818,2,3,0.9,22,13,-0.45915361322167,9,3,1,2,FALSE,4,5,FALSE,NA,NA,NA,2
"6819",6819,3,3,0.9,35,33,-0.052798185566971,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,3
"6820",6820,2,3,0.9,21,27,0.228841572428847,9,3,1,2,FALSE,4,5,FALSE,0.257142857142856,0.234596379495488,0.665403620504512,4
"6821",6821,1,3,0.9,11,17,0.399386062031782,4,3,1,2,FALSE,6,5,FALSE,0.490909090909091,0.234596379495488,0.665403620504512,4
"6822",6822,3,3,0.9,20,18,-0.0943106794712414,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,3
"6823",6823,1,3,0.9,19,20,0.0462807525640062,4,3,1,2,FALSE,6,5,FALSE,0.0473684210526315,0.234596379495488,0.665403620504512,3
"6824",6824,3,3,0.9,33,33,0,14,3,1,2,FALSE,3,5,FALSE,0,0.234596379495488,0.665403620504512,3
"6825",6825,1,3,0.9,18,25,0.300104592450338,4,3,1,2,FALSE,6,5,FALSE,0.35,0.234596379495488,0.665403620504512,4
"6826",6826,2,3,0.9,29,23,-0.20604911795491,9,3,1,2,FALSE,4,5,FALSE,NA,NA,NA,3
"6827",6827,1,3,0.9,10,29,0.99694863489161,4,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,6
"6828",6828,2,3,0.9,25,28,0.102556588325092,9,3,1,2,FALSE,4,5,FALSE,0.108,0.234596379495488,0.665403620504512,3
"6829",6829,2,3,0.9,22,28,0.219500560035709,9,3,1,2,FALSE,4,5,FALSE,0.245454545454546,0.234596379495488,0.665403620504512,3
"6830",6830,3,3,0.9,34,26,-0.23795863709935,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,3
"6831",6831,1,3,0.9,18,19,0.048790164169432,4,3,1,2,FALSE,6,5,FALSE,0.05,0.234596379495488,0.665403620504512,3
"6832",6832,3,3,0.9,24,25,0.0368139731227162,14,3,1,2,FALSE,3,5,FALSE,0.0374999999999999,0.234596379495488,0.665403620504512,3
"6833",6833,3,3,0.9,42,21,-0.59783700075562,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,2
"6834",6834,2,3,0.9,25,21,-0.155484902840395,9,3,1,2,FALSE,4,5,FALSE,NA,NA,NA,3
"6835",6835,2,3,0.9,17,32,0.58451333955715,9,3,1,2,FALSE,4,5,FALSE,0.794117647058824,0.806690907825169,0.0933090921748307,5
"6836",6836,3,3,0.9,35,16,-0.670547348642704,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,2
"6837",6837,1,3,0.9,15,15,0,4,3,1,2,FALSE,6,5,FALSE,0,0.234596379495488,0.665403620504512,3
"6838",6838,3,3,0.9,29,25,-0.132546655961983,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,3
"6839",6839,1,3,0.9,13,24,0.566187553098657,4,3,1,2,FALSE,6,5,FALSE,0.761538461538461,0.806690907825169,0.0933090921748307,5
"6840",6840,2,3,0.9,21,18,-0.137621377876048,9,3,1,2,FALSE,4,5,FALSE,NA,NA,NA,3
"6841",6841,3,3,0.9,30,24,-0.198450938723838,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,3
"6842",6842,2,3,0.9,13,32,0.839575814293293,9,3,1,2,FALSE,4,5,FALSE,NA,NA,NA,5
"6843",6843,1,3,0.9,10,26,0.891998039305111,4,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,5
"6844",6844,2,3,0.9,17,30,0.523683778709359,9,3,1,2,FALSE,4,5,FALSE,0.688235294117646,0.806690907825169,0.0933090921748307,4
"6845",6845,1,3,0.9,13,20,0.395155738449303,4,3,1,2,FALSE,6,5,FALSE,0.484615384615384,0.234596379495488,0.665403620504512,4
"6846",6846,3,3,0.9,31,25,-0.19139485299963,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,3
"6847",6847,1,3,0.9,15,27,0.542324290825362,4,3,1,2,FALSE,6,5,FALSE,0.720000000000001,0.806690907825169,0.0933090921748307,4
"6848",6848,3,3,0.9,26,26,0,14,3,1,2,FALSE,3,5,FALSE,0,0.234596379495488,0.665403620504512,3
"6849",6849,1,3,0.9,5,33,1.79840401194672,4,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,6
"6850",6850,3,3,0.9,33,26,-0.211843996060276,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,3
"6851",6851,1,3,0.9,6,27,1.42310833424261,4,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,6
"6852",6852,1,3,0.9,5,26,1.56444054650336,4,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,6
"6853",6853,3,3,0.9,33,23,-0.318453731118535,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,2
"6854",6854,3,3,0.9,34,25,-0.272117555910669,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,3
"6855",6855,2,3,0.9,19,29,0.387765531008763,9,3,1,2,FALSE,4,5,FALSE,0.473684210526315,0.234596379495488,0.665403620504512,4
"6856",6856,3,3,0.9,27,24,-0.105360515657826,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,3
"6857",6857,2,3,0.9,19,26,0.286365416567034,9,3,1,2,FALSE,4,5,FALSE,0.331578947368421,0.234596379495488,0.665403620504512,4
"6858",6858,1,3,0.9,20,23,0.126632650933366,4,3,1,2,FALSE,6,5,FALSE,0.135,0.234596379495488,0.665403620504512,3
"6859",6859,2,3,0.9,18,26,0.336472236621213,9,3,1,2,FALSE,4,5,FALSE,0.4,0.234596379495488,0.665403620504512,4
"6860",6860,3,3,0.9,31,31,0,14,3,1,2,FALSE,3,5,FALSE,0,0.234596379495488,0.665403620504512,3
"6861",6861,3,3,0.9,35,26,-0.26322177488162,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,3
"6862",6862,1,3,0.9,11,22,0.641853886172395,4,3,1,2,FALSE,6,5,FALSE,0.900000000000001,0.806690907825169,0.0933090921748307,5
"6863",6863,1,3,0.9,15,33,0.732367893713227,4,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,5
"6864",6864,2,3,0.9,22,27,0.186102279633861,9,3,1,2,FALSE,4,5,FALSE,0.204545454545455,0.234596379495488,0.665403620504512,3
"6865",6865,1,3,0.9,7,17,0.826678573184468,4,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,5
"6866",6866,2,3,0.9,23,29,0.210894929238011,9,3,1,2,FALSE,4,5,FALSE,0.234782608695653,0.234596379495488,0.665403620504512,3
"6867",6867,3,3,0.9,25,26,0.0353671438372913,14,3,1,2,FALSE,3,5,FALSE,0.036,0.234596379495488,0.665403620504512,3
"6868",6868,1,3,0.9,11,21,0.59783700075562,4,3,1,2,FALSE,6,5,FALSE,0.818181818181817,0.806690907825169,0.0933090921748307,5
"6869",6869,3,3,0.9,26,18,-0.324239668185579,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,2
"6870",6870,3,3,0.9,38,19,-0.597837000755621,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,2
"6871",6871,2,3,0.9,23,24,0.0383842430083153,9,3,1,2,FALSE,4,5,FALSE,0.0391304347826087,0.234596379495488,0.665403620504512,3
"6872",6872,2,3,0.9,21,25,0.158224005214894,9,3,1,2,FALSE,4,5,FALSE,0.171428571428571,0.234596379495488,0.665403620504512,3
"6873",6873,3,3,0.9,26,28,0.0669394826751093,14,3,1,2,FALSE,3,5,FALSE,0.0692307692307692,0.234596379495488,0.665403620504512,3
"6874",6874,3,3,0.9,31,22,-0.302850293924952,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,2
"6875",6875,1,3,0.9,8,20,0.854415328156068,4,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,5
"6876",6876,2,3,0.9,19,26,0.286365416567034,9,3,1,2,FALSE,4,5,FALSE,0.331578947368421,0.234596379495488,0.665403620504512,4
"6877",6877,1,3,0.9,13,32,0.839575814293293,4,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,5
"6878",6878,1,3,0.9,9,20,0.741937344729377,4,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,5
"6879",6879,2,3,0.9,20,24,0.165514438477574,9,3,1,2,FALSE,4,5,FALSE,0.180000000000001,0.234596379495488,0.665403620504512,3
"6880",6880,3,3,0.9,30,26,-0.127833371509885,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,3
"6881",6881,2,3,0.9,14,21,0.371563556432483,9,3,1,2,FALSE,4,5,FALSE,0.45,0.234596379495488,0.665403620504512,4
"6882",6882,1,3,0.9,8,22,0.945849534115699,4,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,6
"6883",6883,3,3,0.9,24,29,0.171850256926659,14,3,1,2,FALSE,3,5,FALSE,0.1875,0.234596379495488,0.665403620504512,3
"6884",6884,2,3,0.9,22,32,0.34294475112683,9,3,1,2,FALSE,4,5,FALSE,0.409090909090909,0.234596379495488,0.665403620504512,4
"6885",6885,1,3,0.9,10,27,0.928219302739429,4,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,6
"6886",6886,3,3,0.9,27,22,-0.182321556793955,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,3
"6887",6887,3,3,0.9,29,24,-0.168622712435793,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,3
"6888",6888,2,3,0.9,16,34,0.699377730310581,9,3,1,2,FALSE,4,5,FALSE,NA,NA,NA,5
"6889",6889,1,3,0.9,11,18,0.452811228705363,4,3,1,2,FALSE,6,5,FALSE,0.572727272727273,0.806690907825169,0.0933090921748307,4
"6890",6890,3,3,0.9,25,26,0.0353671438372913,14,3,1,2,FALSE,3,5,FALSE,0.036,0.234596379495488,0.665403620504512,3
"6891",6891,2,3,0.9,30,24,-0.198450938723838,9,3,1,2,FALSE,4,5,FALSE,NA,NA,NA,3
"6892",6892,3,3,0.9,26,23,-0.109643177449827,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,3
"6893",6893,1,3,0.9,10,26,0.891998039305111,4,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,5
"6894",6894,3,3,0.9,31,26,-0.15684247149297,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,3
"6895",6895,2,3,0.9,22,22,0,9,3,1,2,FALSE,4,5,FALSE,0,0.234596379495488,0.665403620504512,3
"6896",6896,1,3,0.9,16,28,0.51581316527703,4,3,1,2,FALSE,6,5,FALSE,0.675,0.806690907825169,0.0933090921748307,4
"6897",6897,2,3,0.9,15,27,0.542324290825362,9,3,1,2,FALSE,4,5,FALSE,0.720000000000001,0.806690907825169,0.0933090921748307,4
"6898",6898,3,3,0.9,26,24,-0.0717439048588412,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,3
"6899",6899,3,3,0.9,41,22,-0.539693607766843,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,2
"6900",6900,2,3,0.9,22,24,0.0786431273191131,9,3,1,2,FALSE,4,5,FALSE,0.0818181818181818,0.234596379495488,0.665403620504512,3
"6901",6901,1,3,0.9,14,19,0.27871340246902,4,3,1,2,FALSE,6,5,FALSE,0.321428571428571,0.234596379495488,0.665403620504512,4
"6902",6902,1,3,0.9,11,37,1.14016129158098,4,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,6
"6903",6903,3,3,0.9,27,22,-0.182321556793955,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,3
"6904",6904,3,3,0.9,29,24,-0.168622712435793,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,3
"6905",6905,1,3,0.9,11,30,0.93787430354133,4,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,6
"6906",6906,2,3,0.9,19,22,0.132873281379973,9,3,1,2,FALSE,4,5,FALSE,0.142105263157894,0.234596379495488,0.665403620504512,3
"6907",6907,1,3,0.9,8,32,1.30833281965018,4,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,6
"6908",6908,3,3,0.9,34,20,-0.462969602588356,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,2
"6909",6909,2,3,0.9,19,24,0.212561441983673,9,3,1,2,FALSE,4,5,FALSE,0.236842105263158,0.234596379495488,0.665403620504512,3
"6910",6910,1,3,0.9,9,16,0.53062825106217,4,3,1,2,FALSE,6,5,FALSE,0.699999999999999,0.806690907825169,0.0933090921748307,4
"6911",6911,2,3,0.9,17,30,0.523683778709359,9,3,1,2,FALSE,4,5,FALSE,0.688235294117646,0.806690907825169,0.0933090921748307,4
"6912",6912,3,3,0.9,24,22,-0.0779615414697119,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,3
"6913",6913,1,3,0.9,8,37,1.44985584260964,4,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,6
"6914",6914,3,3,0.9,25,28,0.102556588325092,14,3,1,2,FALSE,3,5,FALSE,0.108,0.234596379495488,0.665403620504512,3
"6915",6915,2,3,0.9,21,17,-0.18805223150294,9,3,1,2,FALSE,4,5,FALSE,NA,NA,NA,3
"6916",6916,1,3,0.9,9,31,1.16315080980568,4,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,6
"6917",6917,3,3,0.9,45,31,-0.328504066972036,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,2
"6918",6918,1,3,0.9,12,22,0.559615787935423,4,3,1,2,FALSE,6,5,FALSE,0.75,0.806690907825169,0.0933090921748307,4
"6919",6919,2,3,0.9,14,22,0.414943852062708,9,3,1,2,FALSE,4,5,FALSE,0.514285714285714,0.234596379495488,0.665403620504512,4
"6920",6920,3,3,0.9,27,20,-0.265703165733006,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,3
"6921",6921,1,3,0.9,8,35,1.39562568854877,4,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,6
"6922",6922,3,3,0.9,27,25,-0.0689928714869514,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,3
"6923",6923,2,3,0.9,18,21,0.139761942375159,9,3,1,2,FALSE,4,5,FALSE,0.15,0.234596379495488,0.665403620504512,3
"6924",6924,1,3,0.9,9,24,0.916290731874155,4,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,5
"6925",6925,3,3,0.9,35,21,-0.446287102628419,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,2
"6926",6926,2,3,0.9,19,21,0.0905140075408319,9,3,1,2,FALSE,4,5,FALSE,0.0947368421052632,0.234596379495488,0.665403620504512,3
"6927",6927,3,3,0.9,39,19,-0.619039208406224,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,2
"6928",6928,2,3,0.9,25,19,-0.243346258631729,9,3,1,2,FALSE,4,5,FALSE,NA,NA,NA,3
"6929",6929,1,3,0.9,12,24,0.641853886172395,4,3,1,2,FALSE,6,5,FALSE,0.900000000000001,0.806690907825169,0.0933090921748307,5
"6930",6930,2,3,0.9,16,21,0.247836163904581,9,3,1,2,FALSE,4,5,FALSE,0.28125,0.234596379495488,0.665403620504512,4
"6931",6931,3,3,0.9,28,30,0.0623038833361548,14,3,1,2,FALSE,3,5,FALSE,0.0642857142857143,0.234596379495488,0.665403620504512,3
"6932",6932,3,3,0.9,36,22,-0.430782916092454,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,2
"6933",6933,1,3,0.9,7,17,0.826678573184468,4,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,5
"6934",6934,3,3,0.9,33,27,-0.178691788743376,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,3
"6935",6935,3,3,0.9,30,28,-0.0618754037180875,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,3
"6936",6936,1,3,0.9,12,27,0.75377180237638,4,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,5
"6937",6937,3,3,0.9,28,8,-1.02961941718116,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,2
"6938",6938,2,3,0.9,19,14,-0.270290329739912,9,3,1,2,FALSE,4,5,FALSE,NA,NA,NA,3
"6939",6939,1,3,0.9,4,22,1.61938824328727,4,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,6
"6940",6940,2,3,0.9,23,35,0.384966586559823,9,3,1,2,FALSE,4,5,FALSE,0.469565217391304,0.234596379495488,0.665403620504512,4
"6941",6941,3,3,0.9,39,19,-0.619039208406224,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,2
"6942",6942,2,3,0.9,21,21,0,9,3,1,2,FALSE,4,5,FALSE,0,0.234596379495488,0.665403620504512,3
"6943",6943,1,3,0.9,15,28,0.576613364303994,4,3,1,2,FALSE,6,5,FALSE,0.78,0.806690907825169,0.0933090921748307,5
"6944",6944,3,3,0.9,27,36,0.262364264467491,14,3,1,2,FALSE,3,5,FALSE,0.3,0.234596379495488,0.665403620504512,4
"6945",6945,2,3,0.9,9,26,0.993251773010283,9,3,1,2,FALSE,4,5,FALSE,NA,NA,NA,6
"6946",6946,3,3,0.9,45,27,-0.446287102628419,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,2
"6947",6947,2,3,0.9,18,28,0.405465108108164,9,3,1,2,FALSE,4,5,FALSE,0.499999999999999,0.234596379495488,0.665403620504512,4
"6948",6948,1,3,0.9,3,20,1.80828877117927,4,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,6
"6949",6949,3,3,0.9,27,27,0,14,3,1,2,FALSE,3,5,FALSE,0,0.234596379495488,0.665403620504512,3
"6950",6950,1,3,0.9,7,26,1.2363016914413,4,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,6
"6951",6951,2,3,0.9,23,23,0,9,3,1,2,FALSE,4,5,FALSE,0,0.234596379495488,0.665403620504512,3
"6952",6952,3,3,0.9,33,29,-0.115512887121844,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,3
"6953",6953,1,3,0.9,9,28,1.06471073699243,4,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,6
"6954",6954,2,3,0.9,21,18,-0.137621377876048,9,3,1,2,FALSE,4,5,FALSE,NA,NA,NA,3
"6955",6955,3,3,0.9,28,27,-0.0326707822895487,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,3
"6956",6956,1,3,0.9,13,18,0.297251523467932,4,3,1,2,FALSE,6,5,FALSE,0.346153846153847,0.234596379495488,0.665403620504512,4
"6957",6957,3,3,0.9,31,27,-0.123444191091122,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,3
"6958",6958,1,3,0.9,8,24,1.02961941718116,4,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,6
"6959",6959,3,3,0.9,33,19,-0.480972660616309,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,2
"6960",6960,1,3,0.9,10,20,0.641853886172395,4,3,1,2,FALSE,6,5,FALSE,0.900000000000001,0.806690907825169,0.0933090921748307,5
"6961",6961,2,3,0.9,24,24,0,9,3,1,2,FALSE,4,5,FALSE,0,0.234596379495488,0.665403620504512,3
"6962",6962,1,3,0.9,13,26,0.641853886172395,4,3,1,2,FALSE,6,5,FALSE,0.900000000000001,0.806690907825169,0.0933090921748307,5
"6963",6963,3,3,0.9,24,27,0.106609735058258,14,3,1,2,FALSE,3,5,FALSE,0.1125,0.234596379495488,0.665403620504512,3
"6964",6964,1,3,0.9,13,24,0.566187553098657,4,3,1,2,FALSE,6,5,FALSE,0.761538461538461,0.806690907825169,0.0933090921748307,5
"6965",6965,3,3,0.9,32,17,-0.547965170715447,14,3,1,2,FALSE,3,5,FALSE,NA,NA,NA,2
"6966",6966,2,3,0.9,16,26,0.44628710262842,9,3,1,2,FALSE,4,5,FALSE,0.562500000000001,0.806690907825169,0.0933090921748307,4
"6967",6967,1,3,0.9,11,21,0.59783700075562,4,3,1,2,FALSE,6,5,FALSE,0.818181818181817,0.806690907825169,0.0933090921748307,5
"6968",6968,1,3,0.9,9,29,1.09861228866811,4,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,6
